Key_words,Definition,Url
Ingrown hair,"An ingrown hair is when a hair grows back into the skin. Ingrown hairs often happen after hair on your body is removed, such as after shaving. An ingrown hair will usually heal on its own, but you can visit a doctor if it is bothering you. There are ways to help prevent ingrown hairs, such as by shaving in the direction of your hairs.",https://www.healthdirect.gov.au/coughs-and-colds-in-children
Ingrown toenails,An ingrown toenail is when the side of your nail curls down and grows into the skin around the nail. It most often happens to big toes. An ingrown toenail can get infected.,https://www.healthdirect.gov.au/osteomyelitis
Insect bites and stings,"An insect bite will usually leave a puncture wound in the skin. The type of reaction you might have will depend on the type of insect that bit or stung you. Common symptoms of a bite include skin irritation, inflammation or swelling, or a bump or blister around the bite mark. Bites or stings from some insects can cause a severe allergic reaction (anaphylaxis) in some people.",https://www.healthdirect.gov.au/whooping-cough
Invasive staph infections,Invasive staphylococcus (staph) infections happen when bacteria get inside your body. Some people are at greater risk of invasive staph infections. Methicillin-resistant Staphylococcus aureus (MRSA) are bacteria that are resistant to the antibiotics used to treat them. You can help avoid an invasive staph infection through good hygiene and a healthy lifestyle.,https://www.healthdirect.gov.au/oral-thrush
Iodine deficiency,"Iodine is an element essential for normal growth and for the development of the brain. Iodine deficiency is the most common cause of thyroid disease, specifically hypothyroidism (underactive thyroid). Hypothyroidism can cause symptoms including severe tiredness, feeling cold, weight gain and an enlarged thyroid (goitre). While anybody can develop iodine deficiency, it’s more common in people who are pregnant or breastfeeding (who have higher iodine requirements), and unborn or newborn babies. Iodine deficiency is usually treated by eating more iodine-rich salt, using iodised salt and taking iodine supplements.",https://www.healthdirect.gov.au/costochondritis
Iron deficiency,"Iron plays an important role in your body. If you don't get enough iron, you can develop iron deficiency. Iron deficiency can cause problems such as fatigue, poor concentration and anaemia. The best treatment for iron deficiency depends on the cause. Treatments may include eating foods high in iron, eating foods high in vitamin C to help iron absorption, or taking iron supplements.",https://www.healthdirect.gov.au/optic-neuritis
Itchy eyes,"Itchy eyes, or 'ocular pruritis', is a common problem. It's usually caused by an allergy. Your doctor or optometrist can help to work out why you have itchy eyes.",https://www.healthdirect.gov.au/copd
Japanese encephalitis,"Japanese encephalitis is a serious disease caused by the Japanese encephalitis virus (JEV). Humans can catch JEV if they are bitten by infected mosquitoes. Fewer than 4% of people who catch JEV will experience symptoms. For people who have symptoms, Japanese encephalitis can cause death or nervous system complications. You can reduce your risk of Japanese encephalitis by avoiding mosquito bites and getting vaccinated against JEV.",https://www.healthdirect.gov.au/oesophageal-cancer
Jaw dislocation,"Jaw dislocation is when the lower part of the jaw moves out of its normal position. The main symptoms of a dislocated jaw are pain in the temporomandibular joint (TMJ) that gets worse when you move your jaw. If you think you have a dislocated jaw, it’s important to see a doctor as soon as possible. Your doctor will gently move your jaw back into its correct position. Use a mouth guard, helmet or other safety equipment to protect your face during sport.",https://www.healthdirect.gov.au/obsessive-compulsive-disorder-ocd
Kaposi sarcoma,"Kaposi sarcoma is a type of cancer that affects the lining of your blood and lymphatic vessels. It can cause reddish patches that may be visible on the skin. It is caused by the human herpes virus-8 (HHV-8), though not all people with HHV-8 will develop Kaposi sarcoma. People who have HHV-8 and a weakened immune system are more likely to develop Kaposi sarcoma. Kaposi sarcoma is diagnosed with a biopsy (a sample of tissue that is removed and checked for cancer cells). Treatment will depend on your general health, the health of your immune system, and where the lesions are on your body.",https://www.healthdirect.gov.au/objects-in-nose
Kawasaki disease,"Kawasaki disease starts with a high fever that lasts for several days. If your child has Kawasaki disease, they will need treatment in hospital. Early treatment is essential to prevent heart complications. Most children with Kawasaki disease recover completely. There is no clear link between Kawasaki disease and COVID-19 infection.",https://www.healthdirect.gov.au/constipation
Keratoconus,"Keratoconus is an eye condition where the shape of your cornea slowly changes. Symptoms develop slowly and may include blurred or distorted vision, light sensitivity and difficulty driving at night. Causes of keratoconus are not fully known but a family history, some genetic conditions and allergic conditions that cause itchy eyes increase your risk of developing it. Keratoconus is diagnosed by an ophthalmologist (eye specialist) who uses special instruments to look at the shape of your cornea. Treatments include glasses, contact lenses or surgery. if your condition is severe.",https://www.healthdirect.gov.au/objects-in-ear
